35.77113,293.77588
35.78407,293.78992
35.79778,293.79917
35.81368,293.80542
35.83253,293.80733
35.85412,293.80572
35.8755,293.79768
35.89735,293.78485
35.9215,293.7698
35.94592,293.75447
35.96863,293.74043
35.98703,293.72502
36.0039,293.70847
36.01808,293.6919
36.03113,293.6735
36.04092,293.6553
36.04865,293.63552
36.05595,293.61148
36.06377,293.58725
36.07323,293.56137
36.08457,293.53615
36.09675,293.51522
36.10628,293.50238
36.11685,293.48348
36.12805,293.4685
36.1384,293.4562
36.14677,293.44223
36.15378,293.42848
36.15873,293.41902
36.16178,293.40633
36.16558,293.39343
36.1692,293.3805
36.1742,293.36692
36.17935,293.35572
36.18473,293.34707
36.1892,293.34362
36.19365,293.3375
36.19672,293.33315
36.20178,293.32655
36.20822,293.3196
36.21777,293.3091
36.22733,293.30313
36.23815,293.29663
36.25163,293.28977
36.2639,293.28598
36.2753,293.28885
36.28523,293.29038
36.29417,293.29173
36.30223,293.29307
36.30922,293.29452
36.31447,293.29477
36.31897,293.29468
36.32197,293.29227
36.32563,293.28633
36.33057,293.27912
36.33468,293.2718
36.33808,293.26585
36.34323,293.25998
36.34787,293.25245
36.35295,293.24318
36.35533,293.23527
36.35628,293.22815
36.35775,293.21915
36.35933,293.20608
36.36013,293.1918
36.36087,293.1763
36.36307,293.1619
36.36418,293.1516
36.36517,293.14003
36.36473,293.1308
36.3624,293.12212
36.36097,293.11382
36.35855,293.1062
36.35433,293.10097
36.34957,293.0957
36.34227,293.09203
36.33492,293.08405
36.32778,293.07475
36.3205,293.0668
36.31127,293.06155
36.30032,293.05877
36.28685,293.05825
36.27255,293.05748
36.25755,293.05678
36.24162,293.05682
36.22628,293.0579
36.21153,293.05677
36.19718,293.0547
36.18298,293.04955
36.17107,293.04365
36.16298,293.03575
36.158,293.02458
36.15607,293.0108
36.15513,293.00147
36.1569,292.99225
36.16038,292.98553
36.16642,292.98127
36.17422,292.98035
36.18107,292.98458
36.18557,292.99387
36.18743,293.0059
36.18782,293.01897
36.18465,293.03208
36.17932,293.04347
36.17337,293.05172
36.1676,293.05762
36.16257,293.0616
36.15787,293.06437
36.15312,293.06598
36.14993,293.0656
36.14977,293.06655
36.15192,293.0679
36.155,293.07148
36.1568,293.0762
36.15918,293.08157
36.16142,293.08558
36.1645,293.08948
36.16882,293.0933
36.17347,293.09895
36.17962,293.10375
36.18648,293.10915
36.19235,293.11758
36.19778,293.12642
36.20392,293.13552
36.21003,293.14573
36.21575,293.15443
36.22087,293.16312
36.2255,293.17135
36.22907,293.17917
36.23473,293.18577
36.24162,293.19268
36.2497,293.19972
36.25912,293.20883
36.26952,293.21887
36.28077,293.23035
36.29202,293.24337
36.30457,293.25777
36.31727,293.27238
36.32868,293.28663
36.33922,293.30058
36.34998,293.31295
36.36175,293.32518
36.37363,293.33892
36.38653,293.35322
36.40157,293.36547
36.4181,293.37847
36.43647,293.39443
36.45495,293.41165
36.47377,293.43063
36.4921,293.45238
36.50872,293.47682
36.52563,293.50145
36.54342,293.52495
36.56268,293.54865
36.58303,293.5727
36.60445,293.59318
36.62768,293.61358
36.65075,293.63492
36.67378,293.65363
36.69807,293.67133
36.72257,293.68588
36.74483,293.70188
36.76722,293.71732
36.78993,293.73253
36.81152,293.74853
36.83115,293.76528
36.8525,293.7803
36.8748,293.79663
36.89283,293.81477
36.90993,293.83222
36.92747,293.85142
36.94397,293.87327
36.9606,293.89692
36.97508,293.92268
36.98843,293.94967
37.00007,293.97637
37.00892,294.00285
37.0183,294.02915
37.0271,294.05523
37.03598,294.08103
37.04693,294.10808
37.057,294.13707
37.06718,294.16983
37.07603,294.2025
37.08553,294.23643
37.09632,294.27122
37.10612,294.30798
37.11233,294.34772
37.11572,294.38708
37.12285,294.42585
37.13132,294.46557
37.1355,294.50772
37.13745,294.55222
37.14002,294.59613
37.14132,294.63943
37.14372,294.68275
37.14507,294.72608
37.14607,294.76898
37.1468,294.80957
37.14505,294.8522
37.14268,294.89398
37.1387,294.93473
37.13602,294.97288
37.1338,295.01045
37.13245,295.04755
37.12712,295.08477
37.12292,295.12015
37.12072,295.15507
37.11942,295.19242
37.1179,295.23122
37.11492,295.2689
37.11062,295.30583
37.10402,295.34388
37.0969,295.3804
37.08978,295.41205
37.08135,295.44082
37.073,295.46657
37.06487,295.49435
37.05515,295.52148
37.04682,295.54382
37.04078,295.56552
37.03523,295.58815
37.02982,295.61108
37.02505,295.63263
37.0208,295.65527
37.01602,295.6795
37.00918,295.69885
37.00205,295.71635
36.9965,295.73265
36.99073,295.75133
36.98573,295.77063
36.98048,295.78962
36.97568,295.80735
36.97183,295.82615
36.96763,295.84372
36.9652,295.86125
36.96537,295.87653
36.96592,295.89532
36.9654,295.91048
36.96455,295.92332
36.96417,295.93853
36.96457,295.95133
36.96468,295.9662
36.96183,295.98477
36.95947,296.00007
36.95625,296.01647
36.95205,296.03442
36.94678,296.0528
36.94248,296.06862
36.9356,296.08627
36.92712,296.10152
